window,discipline,topic,topic_keywords,N,N_rel
2015-2019,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",3,0.024193548387096774
2015-2019,Management and OR,7,"dea, dmus, efficiency, units, game, envelopment, approach, hospitals, internal, level",4,0.03225806451612903
2015-2019,Management and OR,8,"social, hq, csr, mnes, subsidiary, greenwashing, global, responsible, subsidiaries, srs",3,0.024193548387096774
2015-2019,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",70,0.5511811023622047
2015-2019,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",27,0.2125984251968504
2015-2019,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",12,0.09448818897637795
2015-2019,Mathematics,3,"reinsurance, risk, investment, optimal, variance, time, asset, consistent, insurance, insurer",7,0.05511811023622047
2015-2019,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",6,0.047244094488188976
2015-2019,Mathematics,5,"stability, bifurcation, delays, dynamics, delay, game, nash, equilibrium, imitative, hopf",3,0.023622047244094488
2015-2019,Mathematics,8,"energy, computing, node, wireless, mobile, power, algorithm, offloading, nodes, networks",2,0.015748031496062992
2015-2019,Medicine,0,"tumor, cells, cancer, growth, cell, virulence, cycles, tumors, evolutionary, schedules",2,0.2
2015-2019,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",5,0.5
2015-2019,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",3,0.3
2015-2019,Other Professional Fields,0,"shipping, game, container, capacity, ports, strategy, expansion, port, speed, sharing",5,0.4166666666666667
2015-2019,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.08333333333333333
2015-2019,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",2,0.16666666666666666
2015-2019,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",4,0.3333333333333333
2015-2019,Other Social Sciences,0,"infrastructure, interdependent, network, restoration, decentralized, recovery, networks, decision, decisions, moving",1,0.058823529411764705
2015-2019,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",6,0.35294117647058826
2015-2019,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",4,0.23529411764705882
2015-2019,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",4,0.23529411764705882
2015-2019,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",1,0.058823529411764705
2015-2019,Other Social Sciences,6,"manufacturing, cloud, multiple, platforms, platform, competition, equilibrium, suppliers, participants, game",1,0.058823529411764705
2015-2019,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",39,0.5064935064935064
2015-2019,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",13,0.16883116883116883
2015-2019,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",9,0.11688311688311688
2015-2019,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",5,0.06493506493506493
2015-2019,Physics,4,"chain, supply, channel, manufacturer, retailer, product, agricultural, model, profit, agency",3,0.03896103896103896
2015-2019,Physics,5,"radar, allocation, target, imaging, task, power, game, problem, time, isar",4,0.05194805194805195
2015-2019,Physics,6,"mean, field, equations, discrete, algorithm, problem, differential, kolmogorov, parabolic, decentralised",2,0.025974025974025976
2015-2019,Physics,7,"energy, grid, smart, demand, users, vpp, networked, control, intermittent, optimization",2,0.025974025974025976
2015-2019,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",10,0.37037037037037035
2015-2019,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",9,0.3333333333333333
2015-2019,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",1,0.037037037037037035
2015-2019,Political Science,3,"terrorism, terrorist, note, 2010, al, security, attacks, 2009, intelligence, december",2,0.07407407407407407
2015-2019,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",1,0.037037037037037035
2015-2019,Political Science,5,"sanctions, sender, economic, target, coercion, senders, secondary, sanction, model, success",1,0.037037037037037035
2015-2019,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.037037037037037035
2015-2019,Political Science,7,"repression, kin, media, rights, human, government, sexual, minority, protest, external",2,0.07407407407407407
2015-2019,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",15,1
2015-2019,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",2,0.5
2015-2019,Sociology,1,"norms, dilemma, cooperation, prisoner, different, emerge, actors, game, emergence, subjects",1,0.25
2015-2019,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",1,0.25
2016-2020,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",49,0.5
2016-2020,Biology,1,"government, carbon, enterprises, evolutionary, game, development, strategy, low, marine, supervision",3,0.030612244897959183
2016-2020,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",13,0.1326530612244898
2016-2020,Biology,3,"management, game, based, model, nash, theory, fisheries, cooperative, energy, fishers",16,0.16326530612244897
2016-2020,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",3,0.030612244897959183
2016-2020,Biology,5,"cancer, cells, tumour, game, evolutionary, cell, growth, treatment, therapies, dynamics",4,0.04081632653061224
2016-2020,Biology,6,"supply, chain, product, channel, retailer, information, sharing, quality, pricing, retailers",3,0.030612244897959183
2016-2020,Biology,7,"bifurcation, mml, matrix, structured, evolutionary, discrete, models, equations, theorem, dynamics",4,0.04081632653061224
2016-2020,Biology,8,"quantum, classical, player, rational, game, setting, epr, secret, games, factorizable",3,0.030612244897959183
2016-2020,Computer Science,0,"game, edge, cloud, users, computing, problem, mobile, proposed, equilibrium, nash",84,0.2847457627118644
2016-2020,Computer Science,1,"game, government, energy, supply, market, evolutionary, model, strategy, chain, study",74,0.25084745762711863
2016-2020,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",41,0.13898305084745763
2016-2020,Computer Science,3,"attack, defense, game, security, model, attacks, network, strategy, based, blockchain",58,0.19661016949152543
2016-2020,Computer Science,4,"learning, game, reinforcement, control, based, games, marl, algorithm, equilibrium, multiagent",20,0.06779661016949153
2016-2020,Computer Science,5,"optimization, uav, swarm, particle, algorithm, task, uavs, proposed, energy, game",14,0.04745762711864407
2016-2020,Computer Science,6,"radar, jammer, jamming, polarization, game, strategies, monostatic, stackelberg, suppression, anti",2,0.006779661016949152
2016-2020,Computer Science,7,"economic, urbanization, development, mcdm, analysis, fuzzy, subjective, experts, criteria, green",1,0.003389830508474576
2016-2020,Computer Science,8,"scheduler, matching, data, mapreduce, tardiness, virtual, flows, aware, vls, resource",1,0.003389830508474576
2016-2020,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",83,0.7410714285714286
2016-2020,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",11,0.09821428571428571
2016-2020,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",12,0.10714285714285714
2016-2020,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",2,0.017857142857142856
2016-2020,Economics,5,"government, enterprises, evolutionary, green, diffusion, game, sustainable, development, export, industry",3,0.026785714285714284
2016-2020,Economics,7,"gm, household, efficiency, households, wives, husbands, allocation, agricultural, crops, income",1,0.008928571428571428
2016-2020,Engineering and Technology,0,"game, networks, network, users, power, proposed, problem, algorithm, based, allocation",240,0.40540540540540543
2016-2020,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",115,0.19425675675675674
2016-2020,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",75,0.1266891891891892
2016-2020,Engineering and Technology,3,"game, data, attacks, model, defense, security, based, privacy, attack, cyber",82,0.13851351351351351
2016-2020,Engineering and Technology,4,"game, control, vehicle, driver, driving, vehicles, traffic, lane, strategy, based",29,0.048986486486486486
2016-2020,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",28,0.0472972972972973
2016-2020,Engineering and Technology,6,"evolutionary, knowledge, design, game, project, model, theory, decision, value, projects",18,0.030405405405405407
2016-2020,Engineering and Technology,7,"cdm, airlines, air, airport, merging, cargo, landing, code, model, carriers",4,0.006756756756756757
2016-2020,Engineering and Technology,8,"scheduling, manufacturing, cmfg, shop, job, machine, service, logistic, ne, game",1,0.0016891891891891893
2016-2020,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",42,0.4666666666666667
2016-2020,Geoscience,1,"supply, chain, carbon, low, products, retailer, manufacturer, channel, remanufacturing, price",26,0.28888888888888886
2016-2020,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",10,0.1111111111111111
2016-2020,Geoscience,3,"game, pollution, parking, traffic, lane, air, climate, model, based, changing",4,0.044444444444444446
2016-2020,Geoscience,4,"emergency, safety, government, supervision, care, game, evolutionary, construction, strategy, elderly",4,0.044444444444444446
2016-2020,Geoscience,6,"farmers, fallow, land, game, lost, foresight, process, institutional, local, peasants",4,0.044444444444444446
2016-2020,Health,1,"health, game, evolutionary, treatment, service, care, medical, patients, information, elderly",1,1
2016-2020,Humanities,0,"games, accessed, http, www, com, 2008, narrative, play, 2007, april",2,0.3333333333333333
2016-2020,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",2,0.3333333333333333
2016-2020,Humanities,2,"game, theoretic, word, pragmatics, optimality, intention, principles, model, meaning, interpretation",2,0.3333333333333333
2016-2020,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",65,0.41935483870967744
2016-2020,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",39,0.25161290322580643
2016-2020,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",14,0.09032258064516129
2016-2020,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",10,0.06451612903225806
2016-2020,Management and OR,4,"carbon, energy, emission, government, emissions, low, game, green, evolutionary, environmental",6,0.03870967741935484
2016-2020,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",11,0.07096774193548387
2016-2020,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",3,0.01935483870967742
2016-2020,Management and OR,7,"dea, dmus, efficiency, units, game, envelopment, approach, hospitals, internal, level",4,0.025806451612903226
2016-2020,Management and OR,8,"social, hq, csr, mnes, subsidiary, greenwashing, global, responsible, subsidiaries, srs",3,0.01935483870967742
2016-2020,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",73,0.46496815286624205
2016-2020,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",38,0.24203821656050956
2016-2020,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",24,0.15286624203821655
2016-2020,Mathematics,3,"reinsurance, risk, investment, optimal, variance, time, asset, consistent, insurance, insurer",9,0.05732484076433121
2016-2020,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",4,0.025477707006369428
2016-2020,Mathematics,5,"stability, bifurcation, delays, dynamics, delay, game, nash, equilibrium, imitative, hopf",6,0.03821656050955414
2016-2020,Mathematics,6,"blockchain, agricultural, governance, organizations, technology, traceability, based, products, smart, supply",1,0.006369426751592357
2016-2020,Mathematics,8,"energy, computing, node, wireless, mobile, power, algorithm, offloading, nodes, networks",2,0.012738853503184714
2016-2020,Medicine,0,"tumor, cells, cancer, growth, cell, virulence, cycles, tumors, evolutionary, schedules",3,0.375
2016-2020,Medicine,1,"vaccination, control, disease, population, attack, coverage, security, vaccine, optimal, systems",1,0.125
2016-2020,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",1,0.125
2016-2020,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",3,0.375
2016-2020,Other Professional Fields,0,"shipping, game, container, capacity, ports, strategy, expansion, port, speed, sharing",6,0.375
2016-2020,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",2,0.125
2016-2020,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.0625
2016-2020,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",3,0.1875
2016-2020,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",4,0.25
2016-2020,Other Social Sciences,0,"infrastructure, interdependent, network, restoration, decentralized, recovery, networks, decision, decisions, moving",2,0.10526315789473684
2016-2020,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",7,0.3684210526315789
2016-2020,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",3,0.15789473684210525
2016-2020,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",4,0.21052631578947367
2016-2020,Other Social Sciences,4,"environmental, public, carbon, game, evolutionary, enterprises, government, charging, regulation, pollution",1,0.05263157894736842
2016-2020,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",1,0.05263157894736842
2016-2020,Other Social Sciences,6,"manufacturing, cloud, multiple, platforms, platform, competition, equilibrium, suppliers, participants, game",1,0.05263157894736842
2016-2020,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",39,0.4588235294117647
2016-2020,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",10,0.11764705882352941
2016-2020,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",14,0.16470588235294117
2016-2020,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",5,0.058823529411764705
2016-2020,Physics,4,"chain, supply, channel, manufacturer, retailer, product, agricultural, model, profit, agency",5,0.058823529411764705
2016-2020,Physics,5,"radar, allocation, target, imaging, task, power, game, problem, time, isar",4,0.047058823529411764
2016-2020,Physics,6,"mean, field, equations, discrete, algorithm, problem, differential, kolmogorov, parabolic, decentralised",4,0.047058823529411764
2016-2020,Physics,7,"energy, grid, smart, demand, users, vpp, networked, control, intermittent, optimization",2,0.023529411764705882
2016-2020,Physics,8,"seti, search, extraterrestrial, mutual, frequencies, meti, messaging, planck, active, intelligence",2,0.023529411764705882
2016-2020,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",9,0.4090909090909091
2016-2020,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",6,0.2727272727272727
2016-2020,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",1,0.045454545454545456
2016-2020,Political Science,3,"terrorism, terrorist, note, 2010, al, security, attacks, 2009, intelligence, december",1,0.045454545454545456
2016-2020,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",2,0.09090909090909091
2016-2020,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.045454545454545456
2016-2020,Political Science,7,"repression, kin, media, rights, human, government, sexual, minority, protest, external",2,0.09090909090909091
2016-2020,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",15,1
2016-2020,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",3,0.75
2016-2020,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",1,0.25
2017-2021,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",50,0.49504950495049505
2017-2021,Biology,1,"government, carbon, enterprises, evolutionary, game, development, strategy, low, marine, supervision",5,0.04950495049504951
2017-2021,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",14,0.13861386138613863
2017-2021,Biology,3,"management, game, based, model, nash, theory, fisheries, cooperative, energy, fishers",16,0.15841584158415842
2017-2021,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",1,0.009900990099009901
2017-2021,Biology,5,"cancer, cells, tumour, game, evolutionary, cell, growth, treatment, therapies, dynamics",6,0.0594059405940594
2017-2021,Biology,6,"supply, chain, product, channel, retailer, information, sharing, quality, pricing, retailers",4,0.039603960396039604
2017-2021,Biology,7,"bifurcation, mml, matrix, structured, evolutionary, discrete, models, equations, theorem, dynamics",4,0.039603960396039604
2017-2021,Biology,8,"quantum, classical, player, rational, game, setting, epr, secret, games, factorizable",1,0.009900990099009901
2017-2021,Computer Science,0,"game, edge, cloud, users, computing, problem, mobile, proposed, equilibrium, nash",91,0.2614942528735632
2017-2021,Computer Science,1,"game, government, energy, supply, market, evolutionary, model, strategy, chain, study",97,0.27873563218390807
2017-2021,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",49,0.14080459770114942
2017-2021,Computer Science,3,"attack, defense, game, security, model, attacks, network, strategy, based, blockchain",65,0.1867816091954023
2017-2021,Computer Science,4,"learning, game, reinforcement, control, based, games, marl, algorithm, equilibrium, multiagent",23,0.06609195402298851
2017-2021,Computer Science,5,"optimization, uav, swarm, particle, algorithm, task, uavs, proposed, energy, game",16,0.04597701149425287
2017-2021,Computer Science,6,"radar, jammer, jamming, polarization, game, strategies, monostatic, stackelberg, suppression, anti",2,0.005747126436781609
2017-2021,Computer Science,7,"economic, urbanization, development, mcdm, analysis, fuzzy, subjective, experts, criteria, green",3,0.008620689655172414
2017-2021,Computer Science,8,"scheduler, matching, data, mapreduce, tardiness, virtual, flows, aware, vls, resource",2,0.005747126436781609
2017-2021,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",78,0.6964285714285714
2017-2021,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",14,0.125
2017-2021,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",11,0.09821428571428571
2017-2021,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",2,0.017857142857142856
2017-2021,Economics,5,"government, enterprises, evolutionary, green, diffusion, game, sustainable, development, export, industry",5,0.044642857142857144
2017-2021,Economics,6,"inflation, bank, fiscal, central, monetary, targeting, policy, macroprudential, target, account",1,0.008928571428571428
2017-2021,Economics,7,"gm, household, efficiency, households, wives, husbands, allocation, agricultural, crops, income",1,0.008928571428571428
2017-2021,Engineering and Technology,0,"game, networks, network, users, power, proposed, problem, algorithm, based, allocation",242,0.3973727422003284
2017-2021,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",126,0.20689655172413793
2017-2021,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",73,0.11986863711001643
2017-2021,Engineering and Technology,3,"game, data, attacks, model, defense, security, based, privacy, attack, cyber",84,0.13793103448275862
2017-2021,Engineering and Technology,4,"game, control, vehicle, driver, driving, vehicles, traffic, lane, strategy, based",37,0.060755336617405585
2017-2021,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",27,0.04433497536945813
2017-2021,Engineering and Technology,6,"evolutionary, knowledge, design, game, project, model, theory, decision, value, projects",16,0.026272577996715927
2017-2021,Engineering and Technology,7,"cdm, airlines, air, airport, merging, cargo, landing, code, model, carriers",3,0.0049261083743842365
2017-2021,Engineering and Technology,8,"scheduling, manufacturing, cmfg, shop, job, machine, service, logistic, ne, game",1,0.0016420361247947454
2017-2021,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",53,0.4380165289256198
2017-2021,Geoscience,1,"supply, chain, carbon, low, products, retailer, manufacturer, channel, remanufacturing, price",34,0.2809917355371901
2017-2021,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",11,0.09090909090909091
2017-2021,Geoscience,3,"game, pollution, parking, traffic, lane, air, climate, model, based, changing",7,0.05785123966942149
2017-2021,Geoscience,4,"emergency, safety, government, supervision, care, game, evolutionary, construction, strategy, elderly",11,0.09090909090909091
2017-2021,Geoscience,6,"farmers, fallow, land, game, lost, foresight, process, institutional, local, peasants",4,0.03305785123966942
2017-2021,Geoscience,8,"tourism, destination, regenerative, competitiveness, intention, commitment, net, zero, influencer, advocacy",1,0.008264462809917356
2017-2021,Health,1,"health, game, evolutionary, treatment, service, care, medical, patients, information, elderly",4,1
2017-2021,Humanities,0,"games, accessed, http, www, com, 2008, narrative, play, 2007, april",2,0.3333333333333333
2017-2021,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",3,0.5
2017-2021,Humanities,2,"game, theoretic, word, pragmatics, optimality, intention, principles, model, meaning, interpretation",1,0.16666666666666666
2017-2021,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",89,0.4472361809045226
2017-2021,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",50,0.25125628140703515
2017-2021,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",18,0.09045226130653267
2017-2021,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",11,0.05527638190954774
2017-2021,Management and OR,4,"carbon, energy, emission, government, emissions, low, game, green, evolutionary, environmental",9,0.04522613065326633
2017-2021,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",11,0.05527638190954774
2017-2021,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",3,0.01507537688442211
2017-2021,Management and OR,7,"dea, dmus, efficiency, units, game, envelopment, approach, hospitals, internal, level",5,0.02512562814070352
2017-2021,Management and OR,8,"social, hq, csr, mnes, subsidiary, greenwashing, global, responsible, subsidiaries, srs",3,0.01507537688442211
2017-2021,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",80,0.37383177570093457
2017-2021,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",70,0.32710280373831774
2017-2021,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",33,0.1542056074766355
2017-2021,Mathematics,3,"reinsurance, risk, investment, optimal, variance, time, asset, consistent, insurance, insurer",13,0.06074766355140187
2017-2021,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",3,0.014018691588785047
2017-2021,Mathematics,5,"stability, bifurcation, delays, dynamics, delay, game, nash, equilibrium, imitative, hopf",6,0.028037383177570093
2017-2021,Mathematics,6,"blockchain, agricultural, governance, organizations, technology, traceability, based, products, smart, supply",4,0.018691588785046728
2017-2021,Mathematics,7,"fuzzy, design, method, optimization, game, multiobjective, based, variables, atanassov, function",1,0.004672897196261682
2017-2021,Mathematics,8,"energy, computing, node, wireless, mobile, power, algorithm, offloading, nodes, networks",4,0.018691588785046728
2017-2021,Medicine,0,"tumor, cells, cancer, growth, cell, virulence, cycles, tumors, evolutionary, schedules",5,0.4166666666666667
2017-2021,Medicine,1,"vaccination, control, disease, population, attack, coverage, security, vaccine, optimal, systems",3,0.25
2017-2021,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",1,0.08333333333333333
2017-2021,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",3,0.25
2017-2021,Other Professional Fields,0,"shipping, game, container, capacity, ports, strategy, expansion, port, speed, sharing",6,0.375
2017-2021,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",2,0.125
2017-2021,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.0625
2017-2021,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",3,0.1875
2017-2021,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",4,0.25
2017-2021,Other Social Sciences,0,"infrastructure, interdependent, network, restoration, decentralized, recovery, networks, decision, decisions, moving",2,0.09090909090909091
2017-2021,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",7,0.3181818181818182
2017-2021,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",2,0.09090909090909091
2017-2021,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",6,0.2727272727272727
2017-2021,Other Social Sciences,4,"environmental, public, carbon, game, evolutionary, enterprises, government, charging, regulation, pollution",3,0.13636363636363635
2017-2021,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",2,0.09090909090909091
2017-2021,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",40,0.42105263157894735
2017-2021,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",9,0.09473684210526316
2017-2021,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",16,0.16842105263157894
2017-2021,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",6,0.06315789473684211
2017-2021,Physics,4,"chain, supply, channel, manufacturer, retailer, product, agricultural, model, profit, agency",10,0.10526315789473684
2017-2021,Physics,5,"radar, allocation, target, imaging, task, power, game, problem, time, isar",6,0.06315789473684211
2017-2021,Physics,6,"mean, field, equations, discrete, algorithm, problem, differential, kolmogorov, parabolic, decentralised",4,0.042105263157894736
2017-2021,Physics,7,"energy, grid, smart, demand, users, vpp, networked, control, intermittent, optimization",2,0.021052631578947368
2017-2021,Physics,8,"seti, search, extraterrestrial, mutual, frequencies, meti, messaging, planck, active, intelligence",2,0.021052631578947368
2017-2021,Political Science,0,"game, political, policy, theory, theoretic, model, party, voting, legislative, preferences",6,0.2727272727272727
2017-2021,Political Science,1,"game, cooperation, international, theory, model, strategic, strategies, protection, states, social",5,0.22727272727272727
2017-2021,Political Science,2,"bargaining, crisis, war, international, information, commitment, costs, audience, public, model",3,0.13636363636363635
2017-2021,Political Science,3,"terrorism, terrorist, note, 2010, al, security, attacks, 2009, intelligence, december",1,0.045454545454545456
2017-2021,Political Science,4,"pp, conflict, nepal, violence, state, rebel, government, rebels, political, groups",3,0.13636363636363635
2017-2021,Political Science,6,"rationality, peace, war, models, rapoport, value, machines, theory, systems, field",1,0.045454545454545456
2017-2021,Political Science,7,"repression, kin, media, rights, human, government, sexual, minority, protest, external",3,0.13636363636363635
2017-2021,Psychology,0,"evolutionary, government, game, theory, safety, governments, local, equilibrium, public, pattern",1,0.07142857142857142
2017-2021,Psychology,1,"game, theory, social, cooperation, behavior, decision, strategies, model, individuals, information",13,0.9285714285714286
2017-2021,Sociology,0,"game, theory, power, games, violence, micro, exchange, social, network, conflict",3,0.75
2017-2021,Sociology,2,"commitment, game, strategy, social, actors, model, average, information, performance, interactions",1,0.25
2018-2022,Biology,0,"game, evolutionary, theory, cooperation, population, model, strategies, selection, strategy, evolution",44,0.44
2018-2022,Biology,1,"government, carbon, enterprises, evolutionary, game, development, strategy, low, marine, supervision",12,0.12
2018-2022,Biology,2,"vaccination, disease, game, host, model, epidemic, evolutionary, dynamics, vaccine, control",14,0.14
2018-2022,Biology,3,"management, game, based, model, nash, theory, fisheries, cooperative, energy, fishers",12,0.12
2018-2022,Biology,4,"plant, plants, height, water, growth, root, leaf, hydraulic, soil, trees",3,0.03
2018-2022,Biology,5,"cancer, cells, tumour, game, evolutionary, cell, growth, treatment, therapies, dynamics",6,0.06
2018-2022,Biology,6,"supply, chain, product, channel, retailer, information, sharing, quality, pricing, retailers",4,0.04
