window,field_1,topic,topic_keywords,N,N_rel
2016-2020,Social Sciences,2,"war, conflict, power, international, bargaining, terrorism, terrorist, model, political, states",20,0.08196721311475409
2016-2020,Social Sciences,3,"party, policy, political, parties, electoral, voters, model, theoretic, legislative, candidates",13,0.05327868852459016
2016-2020,Social Sciences,4,"vaccination, vaccine, health, game, disease, mhealth, physicians, coverage, information, healthcare",4,0.01639344262295082
2016-2020,Social Sciences,5,"rumor, information, diffusion, privacy, social, game, model, propagation, personal, rumors",7,0.028688524590163935
2016-2020,Social Sciences,7,"optimal, risk, investment, insurance, reinsurance, asset, problem, company, model, stochastic",4,0.01639344262295082
2017-2021,Agricultural and Biological Sciences,0,"game, model, males, competition, strategies, theory, male, models, lewontin, evolution",9,0.4090909090909091
2017-2021,Agricultural and Biological Sciences,1,"government, game, food, agricultural, farmers, evolutionary, chain, safety, green, traceability",13,0.5909090909090909
2017-2021,Arts and Humanities,0,"game, cultural, theory, resource, data, research, peirce, np, big, subjective",1,0.16666666666666666
2017-2021,Arts and Humanities,1,"mml, epistemic, based, hearer, conflict, beliefs, disagreement, justified, model, belief",2,0.3333333333333333
2017-2021,Arts and Humanities,2,"games, discrete, optimal, point, solution, utility, fixed, egalitarian, theorems, game",3,0.5
2017-2021,"Biochemistry, Genetics and Molecular Biology",1,"cancer, cells, treatment, evolutionary, game, cell, tumor, stage, therapy, dynamics",3,0.16666666666666666
2017-2021,"Biochemistry, Genetics and Molecular Biology",2,"host, virulence, pathogen, model, vaccine, disease, transmission, infection, evolution, infected",4,0.2222222222222222
2017-2021,"Biochemistry, Genetics and Molecular Biology",3,"species, game, reversal, microbial, memory, communities, molecular, genes, number, theory",6,0.3333333333333333
2017-2021,"Biochemistry, Genetics and Molecular Biology",5,"bifurcation, matrix, structured, evolutionary, equilibria, theorem, models, reproductive, eco, populations",3,0.16666666666666666
2017-2021,"Biochemistry, Genetics and Molecular Biology",6,"game, evolutionary, theory, selection, sex, strategies, fitness, evolution, mml, models",2,0.1111111111111111
2017-2021,"Business, Management and Accounting",0,"supply, manufacturer, channel, retailer, model, chain, game, product, price, advertising",173,0.5323076923076923
2017-2021,"Business, Management and Accounting",1,"green, carbon, supply, chain, government, game, low, subsidy, environmental, emission",88,0.27076923076923076
2017-2021,"Business, Management and Accounting",2,"ppp, public, private, projects, project, government, game, design, evolutionary, supervision",20,0.06153846153846154
2017-2021,"Business, Management and Accounting",3,"innovation, knowledge, game, firms, alliances, alliance, strategic, cooperation, model, research",14,0.043076923076923075
2017-2021,"Business, Management and Accounting",4,"customers, server, queue, queueing, equilibrium, service, mml, servers, joining, patients",10,0.03076923076923077
2017-2021,"Business, Management and Accounting",5,"logistics, medical, game, allocation, emergency, government, evolutionary, service, transportation, disaster",15,0.046153846153846156
2017-2021,"Business, Management and Accounting",6,"cloud, manufacturing, platform, iot, technology, internet, enterprises, innovation, development, company",3,0.009230769230769232
2017-2021,"Business, Management and Accounting",8,"disclosure, audit, etr, reporting, etrs, integrated, sustainability, favourable, talk, cheap",2,0.006153846153846154
2017-2021,Computer Science,0,"game, users, network, proposed, networks, based, algorithm, power, equilibrium, problem",188,0.5386819484240688
2017-2021,Computer Science,1,"games, game, learning, agent, mml, agents, equilibrium, theory, players, player",56,0.16045845272206305
2017-2021,Computer Science,2,"security, game, defense, model, attack, attacks, based, information, strategy, privacy",76,0.2177650429799427
2017-2021,Computer Science,3,"blockchain, supply, chain, mining, technology, enterprises, financing, financial, game, based",20,0.05730659025787966
2017-2021,Computer Science,4,"optimization, particle, swarm, method, objective, design, search, path, game, proposed",7,0.02005730659025788
2017-2021,Computer Science,5,"lt, fuzzy, gt, linguistic, preference, game, word, logic, product, argumentation",1,0.0028653295128939827
2017-2021,Computer Science,6,"control, event, triggered, uav, dynamics, target, optimal, hunting, adaptive, et",1,0.0028653295128939827
2017-2021,Decision Sciences,0,"games, game, equilibrium, players, equilibria, player, nash, stochastic, information, repeated",48,0.36923076923076925
2017-2021,Decision Sciences,1,"network, game, networks, users, spectrum, allocation, equilibrium, resource, service, nash",20,0.15384615384615385
2017-2021,Decision Sciences,2,"price, auctions, market, auction, advertising, model, product, pricing, prices, seller",7,0.05384615384615385
2017-2021,Decision Sciences,3,"game, theory, theoretic, models, cooperative, economic, games, strategy, business, strategic",5,0.038461538461538464
2017-2021,Decision Sciences,4,"fuzzy, decision, dea, cooperative, value, game, linguistic, making, shapley, proposed",17,0.13076923076923078
2017-2021,Decision Sciences,5,"carbon, evolutionary, enterprises, government, game, energy, electricity, market, power, reduction",13,0.1
2017-2021,Decision Sciences,6,"innovation, technology, collaborative, diffusion, evolutionary, adoption, government, competitive, game, firms",10,0.07692307692307693
2017-2021,Decision Sciences,7,"construction, projects, contractors, project, model, evolutionary, developers, development, epc, government",9,0.06923076923076923
2017-2021,Decision Sciences,8,"insurance, risk, underwriting, cost, community, institutions, method, sharing, allocation, cooperative",1,0.007692307692307693
2017-2021,"Economics, Econometrics and Finance",0,"market, game, firms, theory, equilibrium, model, price, markets, firm, information",32,0.21333333333333335
2017-2021,"Economics, Econometrics and Finance",1,"stochastic, games, equilibrium, time, mml, game, equilibria, mean, nash, optimal",39,0.26
2017-2021,"Economics, Econometrics and Finance",2,"carbon, government, enterprises, environmental, pollution, game, innovation, evolutionary, emission, local",43,0.2866666666666667
2017-2021,"Economics, Econometrics and Finance",3,"games, cooperative, mml, core, value, fuzzy, coalition, game, shapley, players",24,0.16
2017-2021,"Economics, Econometrics and Finance",4,"sanctions, trade, policy, political, international, economic, countries, model, target, game",3,0.02
2017-2021,"Economics, Econometrics and Finance",5,"coalition, coalitions, power, court, voting, legislative, chambers, political, model, informational",2,0.013333333333333334
2017-2021,"Economics, Econometrics and Finance",6,"football, sports, team, game, leagues, players, league, clubs, play, soccer",1,0.006666666666666667
2017-2021,"Economics, Econometrics and Finance",7,"options, strategic, real, value, framework, high, capacity, theory, infrastructure, design",3,0.02
2017-2021,"Economics, Econometrics and Finance",8,"hospitals, patients, medical, hospital, treatment, care, pharmaceutical, health, patient, profit",3,0.02
2017-2021,Energy,0,"gas, model, eu, policy, russia, pg, european, natural, models, decision",2,0.2222222222222222
2017-2021,Energy,1,"energy, carbon, supply, low, fuel, chain, game, pricing, efficiency, consumers",3,0.3333333333333333
2017-2021,Energy,2,"carbon, evolutionary, government, game, subsidy, consumers, tax, market, green, manufacturers",4,0.4444444444444444
2017-2021,Engineering,0,"game, power, networks, network, allocation, interference, proposed, problem, based, algorithm",161,0.32790224032586557
2017-2021,Engineering,1,"energy, power, game, market, electricity, proposed, demand, based, model, charging",139,0.2830957230142566
2017-2021,Engineering,2,"vehicles, vehicle, game, driver, control, traffic, lane, driving, based, model",62,0.12627291242362526
2017-2021,Engineering,3,"game, control, differential, time, games, guidance, pursuit, target, optimal, nash",22,0.04480651731160896
2017-2021,Engineering,4,"attack, security, attacks, attacker, game, defender, defense, cyber, systems, model",45,0.09164969450101833
2017-2021,Engineering,5,"government, construction, water, green, evolutionary, development, game, carbon, building, enterprises",33,0.06720977596741344
2017-2021,Engineering,6,"port, shipping, manufacturing, game, container, production, ports, model, scheduling, decision",19,0.038696537678207736
2017-2021,Engineering,7,"emergency, evacuation, pedestrians, game, government, model, evolutionary, crowd, exit, pedestrian",9,0.018329938900203666
2017-2021,Engineering,8,"soil, nuclear, model, stratification, geotechnical, corrosion, shap, pitting, diagnosis, models",1,0.002036659877800407
2017-2021,Environmental Science,1,"government, game, evolutionary, energy, carbon, model, enterprises, strategies, development, study",17,0.6071428571428571
2017-2021,Environmental Science,2,"fisheries, management, stocks, stock, fishing, fish, fishery, sex, economic, msy",1,0.03571428571428571
2017-2021,Environmental Science,3,"prey, size, retrieval, spatial, males, patch, beds, seabirds, pairing, females",1,0.03571428571428571
2017-2021,Environmental Science,4,"conservation, forest, harvesting, organizations, institutional, game, environmental, social, common, theory",7,0.25
2017-2021,Environmental Science,5,"climate, geoengineering, intervention, adaptation, change, counter, solar, outcome, international, countries",2,0.07142857142857142
2017-2021,Health Professions,0,"medical, patient, game, service, care, elderly, dynamic, hospital, patients, malpractice",3,0.3
2017-2021,Health Professions,1,"safety, construction, game, supervision, evolutionary, government, behavior, workers, management, enterprises",7,0.7
2017-2021,Mathematics,0,"cells, cancer, cell, growth, tumor, tumour, evolutionary, therapies, game, models",10,0.2702702702702703
2017-2021,Mathematics,1,"game, vaccination, model, epidemic, strategy, public, disease, individuals, control, games",27,0.7297297297297297
2017-2021,Medicine,0,"prey, habitat, predator, food, model, predators, dormitive, foraging, active, game",2,0.11764705882352941
2017-2021,Medicine,1,"game, games, equilibrium, distributed, nash, seeking, stability, based, information, time",9,0.5294117647058824
2017-2021,Medicine,2,"game, model, medical, theory, evolutionary, vaccination, treatment, strategies, epidemic, disease",6,0.35294117647058826
2017-2021,Neuroscience,1,"game, social, subjects, opponent, strategy, activity, sensitivity, competitive, asp, hierarchy",1,1
2017-2021,Physics and Astronomy,0,"quantum, game, games, classical, theory, player, entanglement, players, nash, strategies",8,0.13793103448275862
2017-2021,Physics and Astronomy,1,"energy, renewable, cellular, design, power, groups, discipline, prosumers, optimization, multiple",3,0.05172413793103448
2017-2021,Physics and Astronomy,2,"spectrum, data, evolutionary, users, iot, service, 5g, crns, game, access",3,0.05172413793103448
2017-2021,Physics and Astronomy,3,"defense, network, security, game, attack, strategy, scheffran, attacker, learning, model",9,0.15517241379310345
2017-2021,Physics and Astronomy,4,"public, opinion, evolutionary, internet, government, model, information, leaders, game, media",5,0.08620689655172414
2017-2021,Physics and Astronomy,5,"seti, search, extraterrestrial, mutual, frequencies, frequency, planck, messaging, meti, intelligence",2,0.034482758620689655
2017-2021,Physics and Astronomy,6,"social, dynamics, opinion, agents, xlink, xmlns, w3, http, org, www",22,0.3793103448275862
2017-2021,Physics and Astronomy,7,"world, navigable, small, homophilic, meta, network, networks, agents, communities, real",1,0.017241379310344827
2017-2021,Physics and Astronomy,8,"community, detection, networks, nodes, problem, communities, clustering, approach, based, real",5,0.08620689655172414
2017-2021,Psychology,0,"choice, mate, care, mating, male, theory, evolutionary, studies, human, males",3,0.375
2017-2021,Psychology,1,"game, aggression, cooperative, video, play, bpd, games, bd, social, clinical",1,0.125
2017-2021,Psychology,2,"medical, mechanism, integration, evolutionary, game, vertical, results, multi, ehrs, ohp",1,0.125
2017-2021,Psychology,3,"game, learning, learners, poker, playfulness, water, design, classroom, stripped, computer",2,0.25
2017-2021,Psychology,4,"joint, action, interaction, negotiation, model, fusion, partner, coordination, game, human",1,0.125
2017-2021,Social Sciences,0,"game, cooperation, games, evolutionary, strategies, theory, social, strategy, dynamics, evolution",155,0.5984555984555985
2017-2021,Social Sciences,1,"game, knowledge, evolutionary, government, model, sharing, traffic, strategy, based, quality",56,0.21621621621621623
2017-2021,Social Sciences,2,"war, conflict, power, international, bargaining, terrorism, terrorist, model, political, states",22,0.08494208494208494
2017-2021,Social Sciences,3,"party, policy, political, parties, electoral, voters, model, theoretic, legislative, candidates",10,0.03861003861003861
2017-2021,Social Sciences,4,"vaccination, vaccine, health, game, disease, mhealth, physicians, coverage, information, healthcare",3,0.011583011583011582
2017-2021,Social Sciences,5,"rumor, information, diffusion, privacy, social, game, model, propagation, personal, rumors",8,0.03088803088803089
2017-2021,Social Sciences,7,"optimal, risk, investment, insurance, reinsurance, asset, problem, company, model, stochastic",5,0.019305019305019305
2018-2022,Agricultural and Biological Sciences,0,"game, model, males, competition, strategies, theory, male, models, lewontin, evolution",7,0.2916666666666667
2018-2022,Agricultural and Biological Sciences,1,"government, game, food, agricultural, farmers, evolutionary, chain, safety, green, traceability",17,0.7083333333333334
2018-2022,Arts and Humanities,0,"game, cultural, theory, resource, data, research, peirce, np, big, subjective",1,0.16666666666666666
2018-2022,Arts and Humanities,1,"mml, epistemic, based, hearer, conflict, beliefs, disagreement, justified, model, belief",2,0.3333333333333333
2018-2022,Arts and Humanities,2,"games, discrete, optimal, point, solution, utility, fixed, egalitarian, theorems, game",3,0.5
2018-2022,"Biochemistry, Genetics and Molecular Biology",1,"cancer, cells, treatment, evolutionary, game, cell, tumor, stage, therapy, dynamics",4,0.2222222222222222
2018-2022,"Biochemistry, Genetics and Molecular Biology",2,"host, virulence, pathogen, model, vaccine, disease, transmission, infection, evolution, infected",3,0.16666666666666666
2018-2022,"Biochemistry, Genetics and Molecular Biology",3,"species, game, reversal, microbial, memory, communities, molecular, genes, number, theory",7,0.3888888888888889
2018-2022,"Biochemistry, Genetics and Molecular Biology",5,"bifurcation, matrix, structured, evolutionary, equilibria, theorem, models, reproductive, eco, populations",2,0.1111111111111111
2018-2022,"Biochemistry, Genetics and Molecular Biology",6,"game, evolutionary, theory, selection, sex, strategies, fitness, evolution, mml, models",2,0.1111111111111111
2018-2022,"Business, Management and Accounting",0,"supply, manufacturer, channel, retailer, model, chain, game, product, price, advertising",210,0.5023923444976076
2018-2022,"Business, Management and Accounting",1,"green, carbon, supply, chain, government, game, low, subsidy, environmental, emission",132,0.3157894736842105
2018-2022,"Business, Management and Accounting",2,"ppp, public, private, projects, project, government, game, design, evolutionary, supervision",23,0.05502392344497608
2018-2022,"Business, Management and Accounting",3,"innovation, knowledge, game, firms, alliances, alliance, strategic, cooperation, model, research",17,0.04066985645933014
2018-2022,"Business, Management and Accounting",4,"customers, server, queue, queueing, equilibrium, service, mml, servers, joining, patients",9,0.0215311004784689
2018-2022,"Business, Management and Accounting",5,"logistics, medical, game, allocation, emergency, government, evolutionary, service, transportation, disaster",18,0.0430622009569378
2018-2022,"Business, Management and Accounting",6,"cloud, manufacturing, platform, iot, technology, internet, enterprises, innovation, development, company",5,0.011961722488038277
2018-2022,"Business, Management and Accounting",7,"bankruptcy, debt, creditors, reorganization, restructuring, equity, liquidation, division, government, asset",2,0.004784688995215311
2018-2022,"Business, Management and Accounting",8,"disclosure, audit, etr, reporting, etrs, integrated, sustainability, favourable, talk, cheap",2,0.004784688995215311
2018-2022,Computer Science,0,"game, users, network, proposed, networks, based, algorithm, power, equilibrium, problem",191,0.4910025706940874
2018-2022,Computer Science,1,"games, game, learning, agent, mml, agents, equilibrium, theory, players, player",63,0.16195372750642673
2018-2022,Computer Science,2,"security, game, defense, model, attack, attacks, based, information, strategy, privacy",89,0.22879177377892032
2018-2022,Computer Science,3,"blockchain, supply, chain, mining, technology, enterprises, financing, financial, game, based",34,0.08740359897172237
2018-2022,Computer Science,4,"optimization, particle, swarm, method, objective, design, search, path, game, proposed",7,0.017994858611825194
2018-2022,Computer Science,5,"lt, fuzzy, gt, linguistic, preference, game, word, logic, product, argumentation",3,0.007712082262210797
2018-2022,Computer Science,6,"control, event, triggered, uav, dynamics, target, optimal, hunting, adaptive, et",2,0.005141388174807198
2018-2022,Decision Sciences,0,"games, game, equilibrium, players, equilibria, player, nash, stochastic, information, repeated",57,0.36774193548387096
2018-2022,Decision Sciences,1,"network, game, networks, users, spectrum, allocation, equilibrium, resource, service, nash",21,0.13548387096774195
2018-2022,Decision Sciences,2,"price, auctions, market, auction, advertising, model, product, pricing, prices, seller",12,0.07741935483870968
2018-2022,Decision Sciences,3,"game, theory, theoretic, models, cooperative, economic, games, strategy, business, strategic",4,0.025806451612903226
2018-2022,Decision Sciences,4,"fuzzy, decision, dea, cooperative, value, game, linguistic, making, shapley, proposed",18,0.11612903225806452
2018-2022,Decision Sciences,5,"carbon, evolutionary, enterprises, government, game, energy, electricity, market, power, reduction",15,0.0967741935483871
2018-2022,Decision Sciences,6,"innovation, technology, collaborative, diffusion, evolutionary, adoption, government, competitive, game, firms",13,0.08387096774193549
2018-2022,Decision Sciences,7,"construction, projects, contractors, project, model, evolutionary, developers, development, epc, government",13,0.08387096774193549
2018-2022,Decision Sciences,8,"insurance, risk, underwriting, cost, community, institutions, method, sharing, allocation, cooperative",2,0.012903225806451613
2018-2022,"Economics, Econometrics and Finance",0,"market, game, firms, theory, equilibrium, model, price, markets, firm, information",37,0.19473684210526315
2018-2022,"Economics, Econometrics and Finance",1,"stochastic, games, equilibrium, time, mml, game, equilibria, mean, nash, optimal",49,0.2578947368421053
2018-2022,"Economics, Econometrics and Finance",2,"carbon, government, enterprises, environmental, pollution, game, innovation, evolutionary, emission, local",68,0.35789473684210527
2018-2022,"Economics, Econometrics and Finance",3,"games, cooperative, mml, core, value, fuzzy, coalition, game, shapley, players",22,0.11578947368421053
2018-2022,"Economics, Econometrics and Finance",4,"sanctions, trade, policy, political, international, economic, countries, model, target, game",4,0.021052631578947368
2018-2022,"Economics, Econometrics and Finance",5,"coalition, coalitions, power, court, voting, legislative, chambers, political, model, informational",1,0.005263157894736842
2018-2022,"Economics, Econometrics and Finance",6,"football, sports, team, game, leagues, players, league, clubs, play, soccer",2,0.010526315789473684
2018-2022,"Economics, Econometrics and Finance",7,"options, strategic, real, value, framework, high, capacity, theory, infrastructure, design",3,0.015789473684210527
2018-2022,"Economics, Econometrics and Finance",8,"hospitals, patients, medical, hospital, treatment, care, pharmaceutical, health, patient, profit",4,0.021052631578947368
2018-2022,Energy,0,"gas, model, eu, policy, russia, pg, european, natural, models, decision",3,0.23076923076923078
2018-2022,Energy,1,"energy, carbon, supply, low, fuel, chain, game, pricing, efficiency, consumers",5,0.38461538461538464
2018-2022,Energy,2,"carbon, evolutionary, government, game, subsidy, consumers, tax, market, green, manufacturers",5,0.38461538461538464
2018-2022,Engineering,0,"game, power, networks, network, allocation, interference, proposed, problem, based, algorithm",148,0.27255985267034993
2018-2022,Engineering,1,"energy, power, game, market, electricity, proposed, demand, based, model, charging",164,0.3020257826887661
2018-2022,Engineering,2,"vehicles, vehicle, game, driver, control, traffic, lane, driving, based, model",72,0.13259668508287292
2018-2022,Engineering,3,"game, control, differential, time, games, guidance, pursuit, target, optimal, nash",31,0.0570902394106814
2018-2022,Engineering,4,"attack, security, attacks, attacker, game, defender, defense, cyber, systems, model",47,0.086556169429097607
2018-2022,Engineering,5,"government, construction, water, green, evolutionary, development, game, carbon, building, enterprises",50,0.09208103130755065
2018-2022,Engineering,6,"port, shipping, manufacturing, game, container, production, ports, model, scheduling, decision",20,0.03683241252302026
2018-2022,Engineering,7,"emergency, evacuation, pedestrians, game, government, model, evolutionary, crowd, exit, pedestrian",9,0.016574585635359115
2018-2022,Engineering,8,"soil, nuclear, model, stratification, geotechnical, corrosion, shap, pitting, diagnosis, models",2,0.003683241252302026
2018-2022,Environmental Science,1,"government, game, evolutionary, energy, carbon, model, enterprises, strategies, development, study",30,0.75
2018-2022,Environmental Science,2,"fisheries, management, stocks, stock, fishing, fish, fishery, sex, economic, msy",1,0.025
2018-2022,Environmental Science,3,"prey, size, retrieval, spatial, males, patch, beds, seabirds, pairing, females",1,0.025
2018-2022,Environmental Science,4,"conservation, forest, harvesting, organizations, institutional, game, environmental, social, common, theory",6,0.15
2018-2022,Environmental Science,5,"climate, geoengineering, intervention, adaptation, change, counter, solar, outcome, international, countries",2,0.05
2018-2022,Health Professions,0,"medical, patient, game, service, care, elderly, dynamic, hospital, patients, malpractice",4,0.25
2018-2022,Health Professions,1,"safety, construction, game, supervision, evolutionary, government, behavior, workers, management, enterprises",12,0.75
2018-2022,Mathematics,0,"cells, cancer, cell, growth, tumor, tumour, evolutionary, therapies, game, models",9,0.1956521739130435
2018-2022,Mathematics,1,"game, vaccination, model, epidemic, strategy, public, disease, individuals, control, games",37,0.8043478260869565
2018-2022,Medicine,0,"prey, habitat, predator, food, model, predators, dormitive, foraging, active, game",2,0.07692307692307693
2018-2022,Medicine,1,"game, games, equilibrium, distributed, nash, seeking, stability, based, information, time",14,0.5384615384615384
2018-2022,Medicine,2,"game, model, medical, theory, evolutionary, vaccination, treatment, strategies, epidemic, disease",10,0.38461538461538464
2018-2022,Neuroscience,1,"game, social, subjects, opponent, strategy, activity, sensitivity, competitive, asp, hierarchy",1,1
2018-2022,Physics and Astronomy,0,"quantum, game, games, classical, theory, player, entanglement, players, nash, strategies",8,0.12121212121212122
2018-2022,Physics and Astronomy,1,"energy, renewable, cellular, design, power, groups, discipline, prosumers, optimization, multiple",3,0.045454545454545456
2018-2022,Physics and Astronomy,2,"spectrum, data, evolutionary, users, iot, service, 5g, crns, game, access",2,0.030303030303030304
2018-2022,Physics and Astronomy,3,"defense, network, security, game, attack, strategy, scheffran, attacker, learning, model",10,0.15151515151515152
2018-2022,Physics and Astronomy,4,"public, opinion, evolutionary, internet, government, model, information, leaders, game, media",12,0.18181818181818182
2018-2022,Physics and Astronomy,5,"seti, search, extraterrestrial, mutual, frequencies, frequency, planck, messaging, meti, intelligence",2,0.030303030303030304
2018-2022,Physics and Astronomy,6,"social, dynamics, opinion, agents, xlink, xmlns, w3, http, org, www",24,0.36363636363636365
2018-2022,Physics and Astronomy,7,"world, navigable, small, homophilic, meta, network, networks, agents, communities, real",1,0.015151515151515152
2018-2022,Physics and Astronomy,8,"community, detection, networks, nodes, problem, communities, clustering, approach, based, real",4,0.06060606060606061
2018-2022,Psychology,0,"choice, mate, care, mating, male, theory, evolutionary, studies, human, males",3,0.375
2018-2022,Psychology,1,"game, aggression, cooperative, video, play, bpd, games, bd, social, clinical",1,0.125
2018-2022,Psychology,2,"medical, mechanism, integration, evolutionary, game, vertical, results, multi, ehrs, ohp",2,0.25
2018-2022,Psychology,3,"game, learning, learners, poker, playfulness, water, design, classroom, stripped, computer",1,0.125
2018-2022,Psychology,4,"joint, action, interaction, negotiation, model, fusion, partner, coordination, game, human",1,0.125
2018-2022,Social Sciences,0,"game, cooperation, games, evolutionary, strategies, theory, social, strategy, dynamics, evolution",165,0.5871886120996441
2018-2022,Social Sciences,1,"game, knowledge, evolutionary, government, model, sharing, traffic, strategy, based, quality",72,0.25622775800711745
2018-2022,Social Sciences,2,"war, conflict, power, international, bargaining, terrorism, terrorist, model, political, states",18,0.06405693950177936
2018-2022,Social Sciences,3,"party, policy, political, parties, electoral, voters, model, theoretic, legislative, candidates",7,0.02491103202846975
2018-2022,Social Sciences,4,"vaccination, vaccine, health, game, disease, mhealth, physicians, coverage, information, healthcare",3,0.010676156583629894
2018-2022,Social Sciences,5,"rumor, information, diffusion, privacy, social, game, model, propagation, personal, rumors",12,0.042704626334519574
2018-2022,Social Sciences,7,"optimal, risk, investment, insurance, reinsurance, asset, problem, company, model, stochastic",4,0.014234875444839857
2019-2023,Agricultural and Biological Sciences,0,"game, model, males, competition, strategies, theory, male, models, lewontin, evolution",9,0.3
2019-2023,Agricultural and Biological Sciences,1,"government, game, food, agricultural, farmers, evolutionary, chain, safety, green, traceability",21,0.7
2019-2023,Arts and Humanities,1,"mml, epistemic, based, hearer, conflict, beliefs, disagreement, justified, model, belief",2,0.5
2019-2023,Arts and Humanities,2,"games, discrete, optimal, point, solution, utility, fixed, egalitarian, theorems, game",2,0.5
2019-2023,"Biochemistry, Genetics and Molecular Biology",0,"collaborative, government, innovation, regulation, pesticide, research, governance, imitation, study, salt",2,0.08333333333333333
2019-2023,"Biochemistry, Genetics and Molecular Biology",1,"cancer, cells, treatment, evolutionary, game, cell, tumor, stage, therapy, dynamics",5,0.20833333333333334
2019-2023,"Biochemistry, Genetics and Molecular Biology",2,"host, virulence, pathogen, model, vaccine, disease, transmission, infection, evolution, infected",5,0.20833333333333334
2019-2023,"Biochemistry, Genetics and Molecular Biology",3,"species, game, reversal, microbial, memory, communities, molecular, genes, number, theory",6,0.25
2019-2023,"Biochemistry, Genetics and Molecular Biology",5,"bifurcation, matrix, structured, evolutionary, equilibria, theorem, models, reproductive, eco, populations",3,0.125
2019-2023,"Biochemistry, Genetics and Molecular Biology",6,"game, evolutionary, theory, selection, sex, strategies, fitness, evolution, mml, models",3,0.125
2019-2023,"Business, Management and Accounting",0,"supply, manufacturer, channel, retailer, model, chain, game, product, price, advertising",219,0.45625
2019-2023,"Business, Management and Accounting",1,"green, carbon, supply, chain, government, game, low, subsidy, environmental, emission",163,0.33958333333333335
2019-2023,"Business, Management and Accounting",2,"ppp, public, private, projects, project, government, game, design, evolutionary, supervision",29,0.06041666666666667
2019-2023,"Business, Management and Accounting",3,"innovation, knowledge, game, firms, alliances, alliance, strategic, cooperation, model, research",26,0.05416666666666667
2019-2023,"Business, Management and Accounting",4,"customers, server, queue, queueing, equilibrium, service, mml, servers, joining, patients",15,0.03125
2019-2023,"Business, Management and Accounting",5,"logistics, medical, game, allocation, emergency, government, evolutionary, service, transportation, disaster",18,0.0375
2019-2023,"Business, Management and Accounting",6,"cloud, manufacturing, platform, iot, technology, internet, enterprises, innovation, development, company",6,0.0125
2019-2023,"Business, Management and Accounting",7,"bankruptcy, debt, creditors, reorganization, restructuring, equity, liquidation, division, government, asset",3,0.00625
2019-2023,"Business, Management and Accounting",8,"disclosure, audit, etr, reporting, etrs, integrated, sustainability, favourable, talk, cheap",1,0.0020833333333333333
2019-2023,Computer Science,0,"game, users, network, proposed, networks, based, algorithm, power, equilibrium, problem",187,0.44844124700239807
2019-2023,Computer Science,1,"games, game, learning, agent, mml, agents, equilibrium, theory, players, player",72,0.17266187050359713
2019-2023,Computer Science,2,"security, game, defense, model, attack, attacks, based, information, strategy, privacy",91,0.2182254196642686
2019-2023,Computer Science,3,"blockchain, supply, chain, mining, technology, enterprises, financing, financial, game, based",47,0.11270983213429256
2019-2023,Computer Science,4,"optimization, particle, swarm, method, objective, design, search, path, game, proposed",8,0.019184652278177457
2019-2023,Computer Science,5,"lt, fuzzy, gt, linguistic, preference, game, word, logic, product, argumentation",4,0.009592326139088728
2019-2023,Computer Science,6,"control, event, triggered, uav, dynamics, target, optimal, hunting, adaptive, et",4,0.009592326139088728
2019-2023,Computer Science,7,"tracking, features, expert, object, feature, landmarks, association, segmentation, landmark, tracker",2,0.004796163069544364
2019-2023,Computer Science,8,"fraud, regulatory, insurance, disclosure, health, vulnerability, mechanisms, government, punishment, testing",2,0.004796163069544364
2019-2023,Decision Sciences,0,"games, game, equilibrium, players, equilibria, player, nash, stochastic, information, repeated",58,0.3515151515151515
2019-2023,Decision Sciences,1,"network, game, networks, users, spectrum, allocation, equilibrium, resource, service, nash",23,0.1393939393939394
2019-2023,Decision Sciences,2,"price, auctions, market, auction, advertising, model, product, pricing, prices, seller",12,0.07272727272727272
2019-2023,Decision Sciences,3,"game, theory, theoretic, models, cooperative, economic, games, strategy, business, strategic",4,0.024242424242424242
2019-2023,Decision Sciences,4,"fuzzy, decision, dea, cooperative, value, game, linguistic, making, shapley, proposed",15,0.09090909090909091
2019-2023,Decision Sciences,5,"carbon, evolutionary, enterprises, government, game, energy, electricity, market, power, reduction",17,0.10303030303030303
2019-2023,Decision Sciences,6,"innovation, technology, collaborative, diffusion, evolutionary, adoption, government, competitive, game, firms",19,0.11515151515151516
2019-2023,Decision Sciences,7,"construction, projects, contractors, project, model, evolutionary, developers, development, epc, government",15,0.09090909090909091
2019-2023,Decision Sciences,8,"insurance, risk, underwriting, cost, community, institutions, method, sharing, allocation, cooperative",2,0.012121212121212121
2019-2023,"Economics, Econometrics and Finance",0,"market, game, firms, theory, equilibrium, model, price, markets, firm, information",37,0.1761904761904762
2019-2023,"Economics, Econometrics and Finance",1,"stochastic, games, equilibrium, time, mml, game, equilibria, mean, nash, optimal",55,0.2619047619047619
2019-2023,"Economics, Econometrics and Finance",2,"carbon, government, enterprises, environmental, pollution, game, innovation, evolutionary, emission, local",74,0.3523809523809524
2019-2023,"Economics, Econometrics and Finance",3,"games, cooperative, mml, core, value, fuzzy, coalition, game, shapley, players",26,0.12380952380952381
2019-2023,"Economics, Econometrics and Finance",4,"sanctions, trade, policy, political, international, economic, countries, model, target, game",6,0.02857142857142857
2019-2023,"Economics, Econometrics and Finance",6,"football, sports, team, game, leagues, players, league, clubs, play, soccer",4,0.01904761904761905
